Class,FileName,VertexCount,FaceCount,EdgeCount
BuildingNonResidential,m398.obj,2824,5588,0
BuildingNonResidential,m410.obj,2500,4631,0
BuildingNonResidential,m415.obj,2500,4900,0
BuildingNonResidential,m418.obj,2500,4684,0
BuildingNonResidential,m472.obj,2500,4988,0
BuildingNonResidential,m474.obj,2037,4022,0
BuildingNonResidential,m475.obj,2614,4900,0
BuildingNonResidential,m477.obj,2386,4185,0
BuildingNonResidential,m478.obj,2500,4511,0
BuildingNonResidential,m479.obj,2500,4674,0
BuildingNonResidential,m481.obj,2500,4624,0
Car,D00265.obj,2500,4663,0
Car,D00767.obj,2500,4748,0
Car,D00785.obj,2500,3858,0
Car,m1489.obj,2500,4984,0
Car,m1492.obj,2500,4052,0
Car,m1500.obj,2500,4972,0
Car,m1510.obj,2500,5235,0
Car,m1513.obj,2500,3932,0
Car,m1515.obj,2858,5472,0
Car,m1523.obj,2500,4980,0
Car,m1524.obj,2500,4980,0
Car,m1526.obj,2500,4881,0
Car,m1532.obj,2500,4514,0
Car,m1536.obj,2500,4984,0
Car,m1538.obj,2500,4980,0
Car,m1540.obj,2500,4924,0
Car,m1547.obj,2500,4857,0
Car,m1562.obj,2500,3410,0
Car,m1563.obj,2214,4258,0
Cellphone,D00018.obj,2500,4710,0
Cellphone,D00192.obj,2500,4920,0
Cellphone,D00312.obj,2546,5041,0
Cellphone,D00997.obj,2500,4988,0
Chess,D01017.obj,2500,4996,0
Chess,D01019.obj,2500,4996,0
Chess,D01021.obj,2500,4996,0
Chess,D01049.obj,2839,5663,0
Chess,D01053.obj,2500,4969,0
Chess,D01080.obj,2500,4996,0
Chess,D01081.obj,2500,4996,0
Chess,D01105.obj,2500,4996,0
Chess,D01123.obj,2500,4996,0
Chess,D01138.obj,2500,4996,0
Chess,D01145.obj,2500,4996,0
Chess,D01171.obj,2500,4996,0
Chess,D01186.obj,2362,4720,0
Chess,D01188.obj,2500,4996,0
Chess,m1599.obj,2500,4996,0
Chess,m1600.obj,2500,4996,0
Chess,m1601.obj,2500,4996,0
Chess,m1604.obj,2839,5663,0
Chess,m1605.obj,2500,4968,0
Chess,m1608.obj,2500,4996,0
Chess,m1609.obj,2362,4720,0
Chess,m1611.obj,2500,4996,0
Chess,m1613.obj,2500,4996,0
Chess,m1614.obj,2500,4996,0
Computer,D01002.obj,2591,5109,0
Computer,D01026.obj,2500,4968,0
Computer,D01033.obj,2986,5666,0
Computer,D01037.obj,2500,4964,0
Computer,D01067.obj,2500,4479,0
Computer,D01070.obj,2500,4864,0
Computer,D01071.obj,2500,4932,0
Computer,D01072.obj,2315,4582,0
Computer,D01073.obj,2500,4902,0
Computer,D01100.obj,2986,5666,0
Computer,D01102.obj,2711,5216,0
Computer,D01185.obj,2500,4803,0
Computer,m1765.obj,2711,5216,0
Computer,m1766.obj,2500,4925,0
Computer,m1770.obj,2986,5666,0
Computer,m1774.obj,2519,4994,0
Computer,m1775.obj,2500,4968,0
Computer,m1776.obj,2500,4808,0
Computer,m1777.obj,2314,4580,0
Computer,m1778.obj,2500,4479,0
ComputerKeyboard,D00905.obj,2500,4996,0
Cup,D00035.obj,2500,4914,0
Cup,D00067.obj,2500,4996,0
Cup,D00174.obj,2500,4996,0
Cup,D00206.obj,2500,4957,0
Cup,D00214.obj,2500,4996,0
Cup,D00270.obj,2490,4918,0
Cup,D00328.obj,2570,5136,0
Cup,D00355.obj,2500,4996,0
Cup,D00363.obj,2500,4996,0
Cup,D00457.obj,2500,4996,0
Cup,D00463.obj,2500,5000,0
Cup,D00519.obj,2500,4958,0
Cup,D00550.obj,2500,4942,0
Cup,D00587.obj,2500,4996,0
Cup,D00638.obj,2500,4996,0
Cup,D00642.obj,2500,4955,0
Cup,D00738.obj,2500,4899,0
Cup,D00874.obj,2500,4956,0
Cup,D00882.obj,2500,4996,0
Cup,m494.obj,2624,5244,0
Cup,m495.obj,2648,5244,0
Cup,m498.obj,2500,4910,0
Cup,m500.obj,2500,4996,0
Cup,m501.obj,2500,4849,0
Cup,m502.obj,2978,5952,0
DeskLamp,D00090.obj,2500,4840,0
DeskLamp,D00147.obj,2500,4960,0
DeskLamp,D00257.obj,2208,4366,0
DeskLamp,D00330.obj,2500,4515,0
DeskLamp,D00435.obj,2252,4476,0
DeskLamp,D00547.obj,2500,4963,0
DeskLamp,D00686.obj,2500,4906,0
DeskLamp,D00693.obj,2500,4914,0
DeskLamp,D00715.obj,2500,4988,0
DeskLamp,D00744.obj,2500,4512,0
DeskLamp,D00759.obj,2500,4950,0
DeskLamp,D00912.obj,2500,4907,0
DeskLamp,m609.obj,2500,4961,0
DeskLamp,m613.obj,2500,4802,0
DeskLamp,m614.obj,2732,5476,0
DeskPhone,D00118.obj,2500,4126,0
DeskPhone,D00135.obj,2500,4650,0
DeskPhone,D00154.obj,2500,4832,0
DeskPhone,D00220.obj,2500,4932,0
DeskPhone,D00316.obj,2500,4569,0
DeskPhone,D00318.obj,2500,4868,0
DeskPhone,D00486.obj,2500,4916,0
DeskPhone,D00556.obj,2500,4936,0
DeskPhone,D00773.obj,2500,4557,0
DeskPhone,D00829.obj,2500,4952,0
DeskPhone,D00894.obj,2352,4618,0
Door,D01029.obj,2532,4998,0
Door,D01052.obj,2500,4931,0
Door,D01076.obj,2802,5624,0
Door,D01136.obj,2122,4132,0
Door,D01139.obj,2500,4596,0
Door,D01141.obj,2447,4410,0
Door,D01143.obj,2500,4976,0
Door,D01177.obj,2746,5127,0
Door,D01194.obj,2500,4867,0
Door,m1707.obj,2536,5006,0
Door,m1712.obj,2807,5634,0
Door,m1715.obj,2500,4933,0
Door,m1716.obj,2447,4410,0
Door,m1720.obj,2099,4086,0
Door,m1727.obj,2500,4884,0
Door,m1728.obj,2018,3790,0
Door,m1729.obj,2660,5212,0
Door,m1730.obj,2660,5212,0
Door,m1731.obj,2500,5136,0
Door,m1732.obj,2500,4977,0
Drum,D00115.obj,2101,4198,0
Drum,D00709.obj,2500,4996,0
Fish,D00142.obj,2500,4622,0
Fish,D00636.obj,2500,4492,0
FloorLamp,D00028.obj,2500,4961,0
FloorLamp,D00186.obj,2500,4928,0
FloorLamp,D00211.obj,2500,4886,0
FloorLamp,D00228.obj,2363,4714,0
FloorLamp,D00400.obj,2500,4876,0
FloorLamp,D00495.obj,2500,4932,0
FloorLamp,D00740.obj,2396,4776,0
FloorLamp,D00875.obj,2500,4865,0
FloorLamp,D00876.obj,2500,4992,0
FloorLamp,D00924.obj,2500,4922,0
FloorLamp,D00955.obj,2500,4963,0
FloorLamp,m618.obj,2500,4988,0
FloorLamp,m619.obj,2843,5660,0
FloorLamp,m622.obj,2034,4024,0
FloorLamp,m623.obj,2616,5198,0
FloorLamp,m624.obj,2035,4054,0
Glasses,D00050.obj,2500,4996,0
Glasses,D00201.obj,2500,4750,0
Glasses,D00225.obj,2500,4942,0
Glasses,D00475.obj,2500,4966,0
Glasses,D00507.obj,2500,4996,0
Glasses,D00575.obj,2500,4888,0
Glasses,D00630.obj,2500,4947,0
Glasses,D00717.obj,2500,4952,0
Glasses,D00730.obj,2500,4988,0
Glasses,D00813.obj,2608,5173,0
Glasses,D00816.obj,2500,4916,0
Glasses,D00883.obj,2804,5504,0
Guitar,D00097.obj,2500,4908,0
Guitar,D00222.obj,2345,4552,0
Guitar,D00335.obj,2500,4793,0
Guitar,D00534.obj,2500,4869,0
Gun,D00137.obj,2500,4854,0
Gun,D00140.obj,2500,4848,0
Gun,D00153.obj,2500,4976,0
Gun,D00161.obj,2717,5402,0
Gun,D00244.obj,2500,4955,0
Gun,D00368.obj,2500,4968,0
Gun,D00802.obj,2249,4462,0
Gun,D00929.obj,2500,4924,0
Gun,m648.obj,2500,4952,0
Gun,m651.obj,2500,4705,0
Gun,m653.obj,2162,4300,0
Gun,m654.obj,2500,4960,0
Gun,m657.obj,2500,4954,0
Gun,m658.obj,2500,4965,0
Gun,m661.obj,2500,4893,0
Gun,m663.obj,2500,4918,0
Gun,m664.obj,2500,4968,0
Gun,m665.obj,2500,4809,0
Gun,m670.obj,2500,4968,0
Gun,m672.obj,2500,4972,0
Gun,m674.obj,2500,4874,0
Gun,m675.obj,2500,4765,0
Gun,m676.obj,2500,4935,0
Hand,D01020.obj,2500,4996,0
Hand,D01024.obj,2500,4976,0
Hand,D01041.obj,2500,4778,0
Hand,D01060.obj,2500,4768,0
Hand,D01074.obj,2500,4993,0
Hand,D01093.obj,2500,4996,0
Hand,D01097.obj,2500,4996,0
Hand,D01106.obj,2248,4466,0
Hand,D01117.obj,2500,4996,0
Hand,D01118.obj,2500,4996,0
Hand,D01153.obj,2500,4996,0
Hand,D01162.obj,2500,4996,0
Hand,D01170.obj,2500,4996,0
Hand,D01172.obj,2500,4858,0
Hand,D01193.obj,2500,4996,0
Hand,D01197.obj,2500,4996,0
Hand,D01198.obj,2500,4996,0
Hand,D01200.obj,2500,4996,0
Hand,m323.obj,2500,4858,0
Hand,m324.obj,2500,4996,0
Hand,m325.obj,2500,4780,0
Hand,m326.obj,2500,4777,0
Hand,m327.obj,2500,4996,0
Hand,m328.obj,2500,4996,0
Hand,m329.obj,2500,4996,0
Hand,m331.obj,2500,4993,0
Hand,m332.obj,2500,4996,0
Hand,m333.obj,2500,4996,0
Hand,m334.obj,2500,4976,0
Hand,m336.obj,2500,4996,0
Hand,m337.obj,2500,4996,0
Hand,m338.obj,2500,4996,0
Hand,m339.obj,2248,4466,0
Hat,m1627.obj,2611,5202,0
Hat,m1628.obj,2937,5105,0
Hat,m1630.obj,2500,4996,0
Hat,m1633.obj,2500,4830,0
Hat,m1634.obj,2500,4936,0
Hat,m1636.obj,2500,4996,0
Hat,m1637.obj,2500,4996,0
Hat,m1640.obj,2500,4996,0
Hat,m1641.obj,2500,4988,0
Helicopter,D00423.obj,2335,4614,0
Helicopter,D00470.obj,2656,5158,0
Helicopter,D00796.obj,2500,4924,0
Helicopter,D00868.obj,2500,4783,0
Helicopter,D00986.obj,2500,4697,0
Helicopter,m1305.obj,2500,4962,0
Helicopter,m1310.obj,2313,4570,0
Helicopter,m1311.obj,2500,4996,0
Helicopter,m1312.obj,2500,4924,0
Helicopter,m1317.obj,2500,4698,0
Helicopter,m1320.obj,2500,4539,0
Helicopter,m1322.obj,2500,4920,0
Helicopter,m1327.obj,2500,4692,0
Helicopter,m1328.obj,2500,5012,0
Helicopter,m1329.obj,2500,4899,0
Helicopter,m1332.obj,2623,5092,0
Helicopter,m1336.obj,2940,5808,0
House,D00095.obj,2500,4942,0
House,D00568.obj,2852,5384,0
House,D00889.obj,2041,4062,0
House,m423.obj,2500,4783,0
House,m432.obj,2500,4653,0
House,m436.obj,2500,4320,0
House,m439.obj,2321,4462,0
House,m440.obj,2500,5084,0
House,m447.obj,2500,4406,0
House,m454.obj,2500,4333,0
House,m461.obj,2340,4634,0
House,m462.obj,2985,5582,0
HumanHead,D00205.obj,2500,4921,0
HumanHead,m340.obj,2500,4937,0
HumanHead,m341.obj,2500,4837,0
HumanHead,m348.obj,2500,4888,0
HumanHead,m349.obj,2500,4696,0
HumanHead,m350.obj,2034,3946,0
HumanHead,m353.obj,2500,4996,0
HumanHead,m354.obj,2880,5750,0
HumanHead,m355.obj,2500,4996,0
HumanHead,m360.obj,2500,4996,0
HumanHead,m362.obj,2525,5038,0
HumanHead,m363.obj,2500,4830,0
HumanHead,m365.obj,2500,4996,0
Humanoid,m125.obj,2500,5000,0
Humanoid,m131.obj,2012,3012,0
Humanoid,m132.obj,2537,4049,0
Humanoid,m133.obj,2344,4253,0
Humanoid,m137.obj,2500,4981,0
Humanoid,m139.obj,2500,4840,0
Humanoid,m141.obj,2012,3012,0
Humanoid,m146.obj,2244,3460,0
Humanoid,m149.obj,2500,4994,0
Humanoid,m150.obj,2001,3012,0
Humanoid,m155.obj,2500,4996,0
Humanoid,m156.obj,2500,4817,0
Humanoid,m157.obj,2640,5216,0
Humanoid,m158.obj,2500,4872,0
Humanoid,m159.obj,2500,4886,0
Humanoid,m160.obj,2799,5413,0
Humanoid,m162.obj,2500,4853,0
Humanoid,m163.obj,2500,4886,0
Humanoid,m164.obj,2504,4948,0
Humanoid,m169.obj,2540,4932,0
Humanoid,m172.obj,2500,4922,0
Humanoid,m173.obj,2724,5028,0
Humanoid,m174.obj,2652,5220,0
Humanoid,m175.obj,2500,4590,0
Humanoid,m177.obj,2500,4916,0
Humanoid,m178.obj,2500,4996,0
Humanoid,m180.obj,2500,4344,0
Humanoid,m183.obj,2500,4888,0
Humanoid,m187.obj,2500,4892,0
Humanoid,m194.obj,2244,3460,0
Humanoid,m197.obj,2010,3012,0
Humanoid,m199.obj,2500,4856,0
Humanoid,m203.obj,2500,4968,0
Humanoid,m205.obj,2792,5496,0
Humanoid,m208.obj,2500,4996,0
Humanoid,m210.obj,2916,5816,0
Humanoid,m212.obj,2500,4996,0
Humanoid,m218.obj,2303,4566,0
Humanoid,m222.obj,2500,4958,0
Humanoid,m226.obj,2500,4976,0
Humanoid,m232.obj,2500,4996,0
Humanoid,m233.obj,2434,4804,0
Humanoid,m235.obj,2500,4996,0
Humanoid,m237.obj,2500,4996,0
Humanoid,m240.obj,2377,4674,0
Humanoid,m251.obj,2500,4989,0
Humanoid,m257.obj,2500,4964,0
Humanoid,m259.obj,2500,4924,0
Humanoid,m265.obj,2500,4996,0
Insect,D00081.obj,2391,4734,0
Insect,D00160.obj,2715,5382,0
Insect,D00291.obj,2816,5588,0
Insect,D00309.obj,2500,4687,0
Insect,D00315.obj,2500,4944,0
Insect,D00399.obj,2762,5295,0
Insect,D00510.obj,2043,3978,0
Insect,D00590.obj,2274,4544,0
Insect,D00662.obj,2500,4389,0
Insect,D00668.obj,2500,4944,0
Insect,D00695.obj,2040,3996,0
Insect,D00732.obj,2500,4916,0
Insect,D00734.obj,2907,5578,0
Insect,D00746.obj,2500,4824,0
Insect,D00752.obj,2500,4944,0
Insect,D00774.obj,2294,4472,0
Insect,D00806.obj,2500,4960,0
Insect,D00814.obj,2285,4474,0
Insect,D00855.obj,2500,4956,0
Insect,D00884.obj,2500,4386,0
Insect,D00973.obj,2500,4914,0
Insect,m0.obj,2079,4054,0
Insect,m1.obj,2625,5012,0
Insect,m10.obj,2286,4476,0
Insect,m11.obj,2265,4518,0
Insect,m15.obj,2263,4514,0
Insect,m16.obj,2666,5162,0
Insect,m17.obj,2453,4790,0
Insect,m2.obj,2500,4728,0
Insect,m23.obj,2500,4952,0
Insect,m26.obj,2500,4770,0
Insect,m3.obj,2500,4940,0
Insect,m9.obj,2789,5140,0
Jet,m1149.obj,2500,4868,0
Jet,m1154.obj,2288,4536,0
Jet,m1158.obj,2424,4724,0
Jet,m1172.obj,2500,4663,0
Jet,m1173.obj,2572,4856,0
Jet,m1174.obj,2706,5378,0
Jet,m1175.obj,2344,4592,0
Jet,m1182.obj,2500,4996,0
Jet,m1183.obj,2500,4685,0
Jet,m1187.obj,2466,4928,0
Jet,m1188.obj,2654,5288,0
Jet,m1191.obj,2616,5052,0
Jet,m1202.obj,2500,4964,0
Jet,m1209.obj,2128,4252,0
Jet,m1214.obj,2372,4716,0
Jet,m1215.obj,2029,4046,0
Jet,m1219.obj,2033,4062,0
Jet,m1223.obj,2627,5250,0
Jet,m1224.obj,2500,4772,0
Jet,m1226.obj,2500,4996,0
Jet,m1228.obj,2500,4602,0
Jet,m1239.obj,2500,4782,0
Jet,m1241.obj,2500,4650,0
Jet,m1242.obj,2670,5062,0
Jet,m1245.obj,2158,4312,0
Jet,m1247.obj,2055,4106,0
Jet,m1249.obj,2210,4416,0
Jet,m1250.obj,2539,4970,0
Jet,m1252.obj,2500,4005,0
Jet,m1261.obj,2500,4656,0
Jet,m1263.obj,2411,4377,0
Jet,m1264.obj,2177,4022,0
Jet,m1266.obj,2500,4363,0
Jet,m1276.obj,2500,4749,0
Jet,m1278.obj,2304,4344,0
Jet,m1292.obj,2911,5036,0
Jet,m1297.obj,2750,5101,0
Jet,m1298.obj,2500,4940,0
Jet,m1301.obj,2500,4996,0
Knife,D01077.obj,2201,4394,0
Knife,D01107.obj,2237,4463,0
Knife,D01119.obj,2581,5154,0
Knife,D01174.obj,2650,5282,0
Knife,D01175.obj,2500,4992,0
Knife,m723.obj,2500,4984,0
Knife,m724.obj,2500,4992,0
Knife,m725.obj,2500,4992,0
Knife,m726.obj,2512,4995,0
Knife,m727.obj,2500,4984,0
MilitaryVehicle,D00761.obj,2500,4872,0
MilitaryVehicle,D00799.obj,2079,4062,0
MilitaryVehicle,D00918.obj,2500,2984,0
MilitaryVehicle,D00952.obj,2500,4772,0
Monitor,D00229.obj,2767,4986,0
Monitor,D00339.obj,2706,5300,0
Monitor,D00387.obj,2500,4992,0
Monitor,D00412.obj,2930,4890,0
Monitor,D00444.obj,2500,4890,0
Monitor,D00469.obj,2500,4984,0
Monitor,D00548.obj,2500,4814,0
Monitor,D00659.obj,2500,4923,0
Monoplane,D00011.obj,2500,4763,0
Monoplane,D00098.obj,2500,4822,0
Monoplane,D00167.obj,2500,4813,0
Monoplane,D00169.obj,2149,4146,0
Monoplane,D00301.obj,2292,4120,0
Monoplane,D00402.obj,2737,5228,0
Monoplane,D00482.obj,2500,4377,0
Monoplane,D00840.obj,2512,4872,0
Monoplane,D00864.obj,2500,4772,0
Monoplane,D00925.obj,2500,4909,0
Monoplane,D00963.obj,2733,5130,0
Monoplane,D00995.obj,2370,4441,0
Motorcycle,D00054.obj,2500,5113,0
Motorcycle,D00288.obj,2500,4655,0
Motorcycle,D00342.obj,2500,4269,0
Motorcycle,D00396.obj,2500,4388,0
Motorcycle,D00521.obj,2500,4728,0
Motorcycle,D00544.obj,2500,3597,0
Motorcycle,D00594.obj,2500,3570,0
Motorcycle,D00858.obj,2500,4676,0
Motorcycle,D00880.obj,2500,4836,0
Mug,D00172.obj,2500,5000,0
Mug,D00202.obj,2500,5000,0
Mug,D00321.obj,2120,4232,0
Mug,D00341.obj,2500,5000,0
Mug,D00372.obj,2319,4546,0
Mug,D00427.obj,2500,4992,0
Mug,D00684.obj,2500,5000,0
Mug,D00685.obj,2500,4833,0
Mug,D00705.obj,2500,5000,0
Mug,D00728.obj,2500,4987,0
Mug,D00747.obj,2500,4992,0
Mug,D00770.obj,2500,4992,0
Mug,D00825.obj,2684,5328,0
Mug,D00833.obj,2021,3960,0
Mug,D00908.obj,2709,5234,0
Mug,D00913.obj,2500,5000,0
Mug,m503.obj,2977,5822,0
Mug,m504.obj,2500,5000,0
Mug,m507.obj,2500,4944,0
Mug,m508.obj,2942,5876,0
Mug,m509.obj,2500,4999,0
MultiSeat,D00036.obj,2500,4976,0
MultiSeat,D00053.obj,2878,5666,0
MultiSeat,D00145.obj,2500,4972,0
MultiSeat,D00146.obj,2500,4936,0
MultiSeat,D00237.obj,2500,4960,0
MultiSeat,D00245.obj,2500,4952,0
MultiSeat,D00263.obj,2500,4819,0
MultiSeat,D00273.obj,2500,4844,0
MultiSeat,D00285.obj,2500,4900,0
MultiSeat,D00329.obj,2282,4548,0
MultiSeat,D00586.obj,2500,4952,0
MultiSeat,D00588.obj,2863,5292,0
MultiSeat,D00607.obj,2500,4960,0
MultiSeat,D00749.obj,2500,4590,0
MultiSeat,D00985.obj,2500,4968,0
MultiSeat,m774.obj,2500,4920,0
MultiSeat,m779.obj,2696,5340,0
MultiSeat,m784.obj,2500,4988,0
MultiSeat,m829.obj,2500,4952,0
MultiSeat,m830.obj,2500,4944,0
MultiSeat,m833.obj,2500,4711,0
MultiSeat,m834.obj,2500,4912,0
MultiSeat,m835.obj,2565,4752,0
MultiSeat,m836.obj,2500,4809,0
MultiSeat,m837.obj,2500,4701,0
MultiSeat,m838.obj,2162,4292,0
MultiSeat,m839.obj,2601,5186,0
MultiSeat,m841.obj,2500,4996,0
Musical_Instrument,m629.obj,2500,4640,0
Musical_Instrument,m634.obj,2320,4029,0
Musical_Instrument,m640.obj,2500,4928,0
Musical_Instrument,m641.obj,2500,4874,0
NonWheelChair,D00037.obj,2702,5336,0
NonWheelChair,D00101.obj,2500,4964,0
NonWheelChair,D00240.obj,2500,4972,0
NonWheelChair,D00306.obj,2500,4912,0
NonWheelChair,D00357.obj,2500,4960,0
NonWheelChair,D00419.obj,2500,4956,0
NonWheelChair,D00445.obj,2839,5598,0
NonWheelChair,D00694.obj,2203,4358,0
NonWheelChair,D00741.obj,2500,4840,0
NonWheelChair,D00853.obj,2500,4988,0
NonWheelChair,D00914.obj,2500,4921,0
NonWheelChair,D00928.obj,2006,3976,0
NonWheelChair,D00936.obj,2500,4956,0
NonWheelChair,m785.obj,2462,4792,0
NonWheelChair,m786.obj,2500,4964,0
NonWheelChair,m787.obj,2787,5466,0
NonWheelChair,m788.obj,2276,4524,0
NonWheelChair,m789.obj,2446,4808,0
NonWheelChair,m790.obj,2912,5694,0
NonWheelChair,m791.obj,2288,4508,0
NonWheelChair,m793.obj,2726,4992,0
NonWheelChair,m795.obj,2500,4948,0
NonWheelChair,m796.obj,2500,4909,0
NonWheelChair,m800.obj,2500,4901,0
NonWheelChair,m801.obj,2500,4892,0
NonWheelChair,m804.obj,2500,4830,0
NonWheelChair,m806.obj,2500,4960,0
NonWheelChair,m807.obj,2500,4976,0
NonWheelChair,m809.obj,2947,5834,0
NonWheelChair,m810.obj,2500,4944,0
NonWheelChair,m817.obj,2720,5392,0
NonWheelChair,m819.obj,2500,4620,0
NonWheelChair,m826.obj,2500,4944,0
NonWheelChair,m827.obj,2500,4956,0
PlantIndoors,D00049.obj,4105,4306,0
PlantIndoors,D00073.obj,2507,2448,0
PlantIndoors,D00238.obj,2500,2401,0
PlantIndoors,D00370.obj,2500,2138,0
PlantIndoors,D00379.obj,2500,1949,0
PlantIndoors,D00466.obj,2659,3236,0
PlantIndoors,D00491.obj,4268,3776,0
PlantIndoors,D00609.obj,2500,3621,0
PlantIndoors,D00657.obj,2500,2794,0
PlantIndoors,D00968.obj,2500,3136,0
PlantIndoors,m1000.obj,4110,4317,0
PlantIndoors,m1001.obj,2500,2434,0
PlantIndoors,m1002.obj,2500,1866,0
PlantIndoors,m1003.obj,2500,1951,0
PlantIndoors,m1005.obj,5953,5959,0
PlantIndoors,m1006.obj,2584,2649,0
PlantIndoors,m1007.obj,2500,2138,0
PlantIndoors,m1008.obj,2500,3063,0
PlantIndoors,m1010.obj,2500,1941,0
PlantIndoors,m1011.obj,2798,2578,0
PlantIndoors,m1012.obj,2950,4292,0
PlantIndoors,m1013.obj,2500,2606,0
PlantIndoors,m1015.obj,2500,4421,0
PlantIndoors,m1020.obj,2500,2403,0
PlantIndoors,m1021.obj,2500,3133,0
PlantIndoors,m1023.obj,2658,3236,0
PlantIndoors,m1025.obj,2500,3616,0
PlantIndoors,m1026.obj,2500,3962,0
PlantIndoors,m1027.obj,2500,3014,0
PlantIndoors,m1032.obj,2650,5264,0
PlantIndoors,m1035.obj,2500,4785,0
PlantIndoors,m1036.obj,2035,3976,0
PlantIndoors,m989.obj,2973,4002,0
PlantIndoors,m993.obj,2500,4884,0
PlantIndoors,m997.obj,2500,4022,0
PlantIndoors,m998.obj,2500,4546,0
PlantIndoors,m999.obj,2175,2970,0
PlantWildNonTree,m1052.obj,2151,2904,0
PlantWildNonTree,m961.obj,2500,2742,0
PlantWildNonTree,m962.obj,3716,2344,0
PlantWildNonTree,m963.obj,2993,3042,0
PlantWildNonTree,m966.obj,3960,1320,0
PlantWildNonTree,m967.obj,3397,3407,0
PlantWildNonTree,m968.obj,2500,2693,0
PlantWildNonTree,m975.obj,2404,4776,0
PlantWildNonTree,m978.obj,2500,2943,0
PlantWildNonTree,m979.obj,2397,2827,0
PlantWildNonTree,m982.obj,2534,5004,0
PlantWildNonTree,m983.obj,2119,3824,0
