Class,FileName,VertexCount,FaceCount,EdgeCount
Car,D00793.obj,5322,9907,0
Car,D00803.obj,24935,49962,0
Car,D00865.obj,13689,24340,0
Car,D00976.obj,18122,32782,0
Car,m1485.obj,6148,12263,0
Car,m1486.obj,5704,11230,0
Car,m1487.obj,7454,15436,0
Car,m1488.obj,4952,9223,0
Car,m1489.obj,5093,10170,0
Car,m1490.obj,2868,5566,0
Car,m1492.obj,5914,10880,0
Car,m1495.obj,6863,13402,0
Car,m1496.obj,8402,16736,0
Car,m1497.obj,3648,7234,0
Car,m1498.obj,5514,10496,0
Car,m1499.obj,15392,31683,0
Car,m1500.obj,4523,9018,0
Car,m1502.obj,4970,7120,0
Car,m1503.obj,24786,50685,0
Car,m1504.obj,3398,6583,0
Car,m1505.obj,10945,21007,0
Car,m1506.obj,4284,7879,0
Car,m1507.obj,6514,12769,0
Car,m1508.obj,4332,10492,0
Car,m1509.obj,47473,94979,0
Car,m1510.obj,54710,109357,0
Car,m1511.obj,10495,20574,0
Car,m1512.obj,6808,11468,0
Car,m1513.obj,13106,20844,0
Car,m1514.obj,18662,36856,0
Car,m1515.obj,2858,5472,0
Car,m1516.obj,12279,24863,0
Car,m1517.obj,3868,7448,0
Car,m1518.obj,7335,14482,0
Car,m1519.obj,4065,7958,0
Car,m1521.obj,3609,7002,0
Car,m1522.obj,2659,4713,0
Car,m1523.obj,3729,7438,0
Car,m1524.obj,3927,7834,0
Car,m1525.obj,10543,21450,0
Car,m1526.obj,3811,7478,0
Car,m1527.obj,7315,14450,0
Car,m1528.obj,18656,37254,0
Car,m1529.obj,4161,7412,0
Car,m1530.obj,4054,7740,0
Car,m1531.obj,2170,4060,0
Car,m1532.obj,4676,8438,0
Car,m1533.obj,7374,14462,0
Car,m1535.obj,15171,29304,0
Car,m1536.obj,4414,8808,0
Car,m1538.obj,3691,7362,0
Car,m1539.obj,8254,16515,0
Car,m1540.obj,8468,16860,0
Car,m1542.obj,4384,7414,0
Car,m1543.obj,4561,8316,0
Car,m1544.obj,60220,116372,0
Car,m1545.obj,8009,14914,0
Car,m1546.obj,9068,15012,0
Car,m1547.obj,3448,6722,0
Car,m1548.obj,8009,14914,0
Car,m1550.obj,9368,17526,0
Car,m1551.obj,18528,35465,0
Car,m1552.obj,5247,10474,0
Car,m1553.obj,3597,6273,0
Car,m1555.obj,16599,30255,0
Car,m1556.obj,34973,119540,0
Car,m1557.obj,8489,16656,0
Car,m1558.obj,6935,11791,0
Car,m1559.obj,15606,30000,0
Car,m1560.obj,21686,43584,0
Car,m1561.obj,4035,7784,0
Car,m1562.obj,11902,21840,0
Car,m1563.obj,2214,4258,0
Cellphone,D00018.obj,14101,26956,0
Cellphone,D00032.obj,2735,5410,0
Cellphone,D00079.obj,20105,36972,0
Cellphone,D00152.obj,34506,68897,0
Cellphone,D00192.obj,3017,5954,0
Cellphone,D00248.obj,5687,11460,0
Cellphone,D00312.obj,2546,5041,0
Cellphone,D00327.obj,6318,11987,0
Cellphone,D00362.obj,27252,53385,0
Cellphone,D00369.obj,3972,7787,0
Cellphone,D00440.obj,2585,5045,0
Cellphone,D00527.obj,8796,16102,0
Cellphone,D00542.obj,16185,59840,0
Cellphone,D00554.obj,7977,14372,0
Cellphone,D00559.obj,2527,5956,0
Cellphone,D00817.obj,5016,9766,0
Cellphone,D00848.obj,9738,18374,0
Cellphone,D00902.obj,2288,4580,0
Cellphone,D00979.obj,2524,5956,0
Cellphone,D00997.obj,4288,8564,0
Chess,D01017.obj,4961,9918,0
Chess,D01019.obj,5168,10332,0
Chess,D01021.obj,3870,7736,0
Chess,D01043.obj,4357,8708,0
Chess,D01045.obj,4393,8782,0
Chess,D01049.obj,2839,5663,0
Chess,D01053.obj,5132,10198,0
Chess,D01080.obj,3626,7248,0
Chess,D01081.obj,6727,13450,0
Chess,D01099.obj,2386,4750,0
Chess,D01105.obj,3532,7060,0
Chess,D01112.obj,3957,7910,0
Chess,D01123.obj,4670,9336,0
Chess,D01126.obj,3099,6194,0
Chess,D01130.obj,3689,7454,0
Chess,D01138.obj,5238,10472,0
Chess,D01145.obj,4631,9258,0
Chess,D01171.obj,4002,8000,0
Chess,D01186.obj,2362,4720,0
Chess,D01188.obj,3841,7678,0
Chess,m1589.obj,3782,7218,0
Chess,m1591.obj,7339,14472,0
Chess,m1593.obj,25650,50984,0
Chess,m1595.obj,60557,121343,0
Chess,m1596.obj,16803,32997,0
Chess,m1598.obj,3967,7930,0
Chess,m1599.obj,3626,7248,0
Chess,m1600.obj,5172,10340,0
Chess,m1601.obj,6727,13450,0
Chess,m1602.obj,4404,8804,0
Chess,m1603.obj,4357,8708,0
Chess,m1604.obj,2839,5663,0
Chess,m1605.obj,5132,10198,0
Chess,m1606.obj,2386,4750,0
Chess,m1607.obj,3099,6194,0
Chess,m1608.obj,3841,7678,0
Chess,m1609.obj,2362,4720,0
Chess,m1610.obj,6094,12184,0
Chess,m1611.obj,3870,7736,0
Chess,m1612.obj,3683,7442,0
Chess,m1613.obj,3532,7060,0
Chess,m1614.obj,4670,9336,0
City,D01018.obj,6529,10335,0
City,D01039.obj,2936,5020,0
City,D01068.obj,5535,9290,0
City,D01079.obj,9201,17394,0
City,D01091.obj,3026,5474,0
City,D01092.obj,2597,3432,0
City,D01101.obj,26064,35805,0
City,D01124.obj,5138,9152,0
City,D01173.obj,2341,4217,0
City,D01195.obj,16857,16061,0
City,m1652.obj,2273,2938,0
City,m1654.obj,5532,9290,0
City,m1659.obj,5780,10692,0
City,m1660.obj,2341,4217,0
City,m1661.obj,2933,5020,0
City,m1662.obj,9201,17394,0
City,m1664.obj,2211,3242,0
ClassicPiano,D00005.obj,4358,8785,0
ClassicPiano,D00009.obj,2027,11958,0
ClassicPiano,D00034.obj,2662,5730,0
ClassicPiano,D00092.obj,5901,33381,0
ClassicPiano,D00120.obj,2185,4341,0
ClassicPiano,D00190.obj,3582,7461,0
ClassicPiano,D00233.obj,5204,27690,0
ClassicPiano,D00254.obj,3310,6597,0
ClassicPiano,D00279.obj,7253,43107,0
ClassicPiano,D00305.obj,3436,6928,0
ClassicPiano,D00314.obj,6800,31047,0
ClassicPiano,D00561.obj,3593,6570,0
ClassicPiano,D00579.obj,2369,12150,0
ClassicPiano,D00605.obj,8121,47805,0
ClassicPiano,D00784.obj,5131,31437,0
ClassicPiano,D00789.obj,3135,15573,0
ClassicPiano,D00811.obj,5109,10221,0
ClassicPiano,D00845.obj,4254,7833,0
ClassicPiano,D00967.obj,3050,6057,0
ClassicPiano,D00983.obj,3952,7490,0
Computer,D01002.obj,2591,5109,0
Computer,D01023.obj,11463,20749,0
Computer,D01026.obj,4090,8148,0
Computer,D01028.obj,2503,4217,0
Computer,D01033.obj,2986,5666,0
Computer,D01037.obj,6301,12566,0
Computer,D01067.obj,5026,9528,0
Computer,D01070.obj,3935,7734,0
Computer,D01071.obj,4846,9520,0
Computer,D01072.obj,2315,4582,0
Computer,D01073.obj,4638,8997,0
Computer,D01082.obj,4269,6365,0
Computer,D01085.obj,2260,4504,0
Computer,D01098.obj,2023,3527,0
Computer,D01100.obj,2986,5666,0
Computer,D01102.obj,2711,5216,0
Computer,D01128.obj,17298,34127,0
Computer,D01164.obj,2673,5270,0
Computer,D01185.obj,4770,9110,0
Computer,m1764.obj,2023,3527,0
Computer,m1765.obj,2711,5216,0
Computer,m1766.obj,4935,9698,0
Computer,m1767.obj,2591,5109,0
Computer,m1769.obj,2260,4504,0
Computer,m1770.obj,2986,5666,0
Computer,m1772.obj,17298,34127,0
Computer,m1773.obj,2503,4217,0
Computer,m1774.obj,2519,4994,0
Computer,m1775.obj,4090,8148,0
Computer,m1776.obj,4770,9110,0
Computer,m1777.obj,2314,4580,0
Computer,m1778.obj,5026,9528,0
ComputerKeyboard,D00116.obj,2349,4253,0
ComputerKeyboard,D00127.obj,2064,3596,0
ComputerKeyboard,D00197.obj,6384,38268,0
ComputerKeyboard,D00278.obj,2469,4392,0
ComputerKeyboard,D00360.obj,6193,35826,0
ComputerKeyboard,D00382.obj,8341,40758,0
ComputerKeyboard,D00420.obj,7131,45807,0
ComputerKeyboard,D00493.obj,4177,8476,0
ComputerKeyboard,D00525.obj,8309,26043,0
ComputerKeyboard,D00569.obj,4199,8384,0
ComputerKeyboard,D00597.obj,8454,50064,0
ComputerKeyboard,D00600.obj,3584,7705,0
ComputerKeyboard,D00627.obj,6564,38160,0
ComputerKeyboard,D00654.obj,3547,7245,0
ComputerKeyboard,D00673.obj,2214,3953,0
ComputerKeyboard,D00676.obj,7956,42939,0
ComputerKeyboard,D00692.obj,4176,31218,0
ComputerKeyboard,D00805.obj,6954,40641,0
ComputerKeyboard,D00905.obj,3662,7320,0
ComputerKeyboard,D00990.obj,3750,7086,0
Cup,D00035.obj,3154,6196,0
Cup,D00067.obj,3137,6270,0
Cup,D00174.obj,12252,24500,0
Cup,D00206.obj,6213,12342,0
Cup,D00214.obj,6245,12486,0
Cup,D00270.obj,2490,4918,0
Cup,D00328.obj,2570,5136,0
Cup,D00355.obj,7114,14224,0
Cup,D00363.obj,3426,6848,0
Cup,D00457.obj,10801,21598,0
Cup,D00463.obj,4710,9420,0
Cup,D00519.obj,3926,7780,0
Cup,D00550.obj,12529,24928,0
Cup,D00587.obj,7102,14200,0
Cup,D00638.obj,6786,13568,0
Cup,D00642.obj,5024,9962,0
Cup,D00738.obj,10318,20331,0
Cup,D00843.obj,8388,16832,0
Cup,D00874.obj,5621,11166,0
Cup,D00882.obj,5791,11578,0
Cup,m494.obj,2624,5244,0
Cup,m495.obj,2648,5244,0
Cup,m496.obj,6431,12862,0
Cup,m497.obj,3008,6012,0
Cup,m498.obj,4057,7954,0
Cup,m499.obj,3307,6476,0
Cup,m500.obj,3682,7360,0
Cup,m501.obj,3536,6878,0
Cup,m502.obj,2978,5952,0
Cup,m526.obj,7121,14144,0
DeskLamp,D00048.obj,3533,6976,0
DeskLamp,D00090.obj,5696,11216,0
DeskLamp,D00147.obj,3281,6522,0
DeskLamp,D00257.obj,2208,4366,0
DeskLamp,D00268.obj,2515,4966,0
DeskLamp,D00330.obj,9502,18519,0
DeskLamp,D00378.obj,2570,5075,0
DeskLamp,D00435.obj,2252,4476,0
DeskLamp,D00455.obj,7504,14942,0
DeskLamp,D00531.obj,2300,4546,0
DeskLamp,D00547.obj,22837,45584,0
DeskLamp,D00686.obj,3504,6901,0
DeskLamp,D00693.obj,5111,10136,0
DeskLamp,D00698.obj,5096,10088,0
DeskLamp,D00715.obj,6156,12300,0
DeskLamp,D00744.obj,21616,38066,0
DeskLamp,D00759.obj,5891,11732,0
DeskLamp,D00776.obj,2646,5348,0
DeskLamp,D00797.obj,14108,28360,0
DeskLamp,D00912.obj,4353,8586,0
DeskLamp,m603.obj,3917,7826,0
DeskLamp,m604.obj,2581,4841,0
DeskLamp,m605.obj,5534,10966,0
DeskLamp,m606.obj,2699,5322,0
DeskLamp,m608.obj,2100,4064,0
DeskLamp,m609.obj,3392,6745,0
DeskLamp,m611.obj,2836,5596,0
DeskLamp,m613.obj,3799,7246,0
DeskLamp,m614.obj,2732,5476,0
DeskLamp,m615.obj,2685,5410,0
DeskLamp,m616.obj,14091,28358,0
DeskPhone,D00118.obj,12443,21950,0
DeskPhone,D00135.obj,3117,5773,0
DeskPhone,D00154.obj,11605,22944,0
DeskPhone,D00220.obj,3924,7780,0
DeskPhone,D00316.obj,48061,94497,0
DeskPhone,D00318.obj,4313,8494,0
DeskPhone,D00403.obj,27338,54478,0
DeskPhone,D00486.obj,3329,6574,0
DeskPhone,D00511.obj,31349,60638,0
DeskPhone,D00556.obj,4844,9624,0
DeskPhone,D00576.obj,12963,25673,0
DeskPhone,D00680.obj,2756,5322,0
DeskPhone,D00706.obj,43899,51962,0
DeskPhone,D00773.obj,22803,42608,0
DeskPhone,D00829.obj,3870,7692,0
DeskPhone,D00894.obj,2352,4618,0
DeskPhone,D00897.obj,27047,53857,0
DeskPhone,D00899.obj,39869,79650,0
DeskPhone,D00957.obj,14352,28633,0
DeskPhone,D00958.obj,11731,16509,0
Door,D01005.obj,6040,11448,0
Door,D01029.obj,2532,4998,0
Door,D01052.obj,5057,9992,0
Door,D01058.obj,3705,7308,0
Door,D01062.obj,4510,9414,0
Door,D01076.obj,2802,5624,0
Door,D01104.obj,3067,6162,0
Door,D01114.obj,2033,4014,0
Door,D01121.obj,5290,10316,0
Door,D01129.obj,2691,4338,0
Door,D01136.obj,2122,4132,0
Door,D01139.obj,5082,9721,0
Door,D01141.obj,2447,4410,0
Door,D01143.obj,4604,9184,0
Door,D01144.obj,2315,4802,0
Door,D01155.obj,2668,4906,0
Door,D01158.obj,5119,10252,0
Door,D01167.obj,4386,9192,0
Door,D01177.obj,2746,5127,0
Door,D01194.obj,6767,13157,0
Door,m1707.obj,2536,5006,0
Door,m1708.obj,5296,10328,0
Door,m1710.obj,3923,7728,0
Door,m1711.obj,2315,4802,0
Door,m1712.obj,2807,5634,0
Door,m1713.obj,6040,11448,0
Door,m1714.obj,3088,6201,0
Door,m1715.obj,5054,9986,0
Door,m1716.obj,2447,4410,0
Door,m1717.obj,3711,7320,0
Door,m1718.obj,2691,4338,0
Door,m1720.obj,2099,4086,0
Door,m1721.obj,5158,10330,0
Door,m1722.obj,2008,3964,0
Door,m1723.obj,4510,9414,0
Door,m1724.obj,4385,9190,0
Door,m1725.obj,3198,6406,0
Door,m1726.obj,2668,4906,0
Door,m1727.obj,3724,7332,0
Door,m1728.obj,2018,3790,0
Door,m1729.obj,2660,5212,0
Door,m1730.obj,2660,5212,0
Door,m1731.obj,3282,6700,0
Door,m1732.obj,5358,10691,0
Drum,D00026.obj,5506,32619,0
Drum,D00063.obj,3780,7936,0
Drum,D00115.obj,2101,4198,0
Drum,D00163.obj,8313,37275,0
Drum,D00189.obj,5502,11000,0
